employee_id,first_name,last_name,email,birthdate,age,gender,race,marital_status,state,start_date,exit_date,employee_status,employment_type,employee_classification_type,termination_type,title,department,payzone,performance_score,current_rating
2554,Shania,Caldwell,shania.caldwell@bilearner.com,10/3/1991,33,Male,Hispanic,Widowed,MA,7/18/2022,5/9/2023,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,IT Manager - DB,IT,Zone A,Performance Improvement Plan,1
2555,Colby,Horne,colby.horne@bilearner.com,10/26/1956,68,Male,Other,Widowed,MA,8/14/2019,5/13/2021,Voluntarily Terminated,Full-Time,Temporary,Resignation,IT Director,IT,Zone A,Performance Improvement Plan,2
2556,Kaiden,Cunningham,kaiden.cunningham@bilearner.com,4/25/1996,29,Male,White,Married,MA,12/10/2020,5/30/2022,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Director of Sales,Sales,Zone A,Performance Improvement Plan,2
2557,Davion,Vasquez,davion.vasquez@bilearner.com,6/17/1964,61,Female,Black,Married,MA,9/20/2019,NULL,Active,Full-Time,Temporary,NULL,BI Developer,Data & Analytics,Zone B,Performance Improvement Plan,2
2558,Maeve,Gordon,maeve.gordon@bilearner.com,11/25/1965,59,Female,Asian,Widowed,MA,11/19/2021,12/27/2021,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Software Engineering Manager,Engineering,Zone B,Fully Meets,4
2559,Monserrat,Ferguson,monserrat.ferguson@bilearner.com,11/23/1957,67,Male,White,Widowed,MA,4/29/2022,NULL,Active,Part-Time,Part-Time,NULL,Software Engineer,Engineering,Zone B,Performance Improvement Plan,1
2560,Nathan,Schmitt,nathan.schmitt@bilearner.com,1/5/1977,48,Male,Black,Widowed,MA,6/30/2021,7/28/2021,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,IT Manager - Infra,IT,Zone A,Fully Meets,4
2561,Ashly,Mullen,ashly.mullen@bilearner.com,6/11/1956,69,Male,Hispanic,Married,MA,7/15/2021,NULL,Active,Contract,Temporary,NULL,IT Manager - DB,IT,Zone B,Performance Improvement Plan,2
2562,Angelique,Cochran,angelique.cochran@bilearner.com,11/18/1967,57,Male,Other,Married,MA,4/12/2021,3/6/2023,Retired,Contract,Full-Time,Retirement,IT Manager - DB,IT,Zone B,Fully Meets,4
2563,Kenny,Rojas,kenny.rojas@bilearner.com,11/17/1953,71,Male,Other,Widowed,MA,12/8/2020,NULL,Active,Contract,Temporary,NULL,IT Director,IT,Zone B,Performance Improvement Plan,2
2564,Deandre,Oneal,deandre.oneal@bilearner.com,7/11/1995,30,Male,Hispanic,Married,MA,10/31/2019,3/1/2020,Voluntarily Terminated,Contract,Full-Time,Voluntary,Director of Sales,Sales,Zone B,Performance Improvement Plan,1
2565,Adison,Huerta,adison.huerta@bilearner.com,11/14/1985,39,Female,White,Married,MA,1/22/2020,NULL,Active,Contract,Temporary,NULL,BI Developer,Data & Analytics,Zone C,Performance Improvement Plan,2
2566,Elisabeth,Bradley,elisabeth.bradley@bilearner.com,9/30/1966,58,Male,Other,Married,MA,9/20/2022,NULL,Active,Full-Time,Full-Time,NULL,Software Engineering Manager,Engineering,Zone B,Performance Improvement Plan,2
2567,Sylvia,Price,sylvia.price@bilearner.com,10/15/1959,65,Male,Black,Widowed,MA,12/22/2022,7/26/2023,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,IT Manager - Infra,IT,Zone B,Exceeds,5
2568,Eden,Choi,eden.choi@bilearner.com,4/27/1990,35,Male,Asian,Widowed,MA,3/12/2019,NULL,Active,Full-Time,Full-Time,NULL,IT Manager - DB,IT,Zone C,Fully Meets,4
2569,Emerson,Grimes,emerson.grimes@bilearner.com,3/28/1995,30,Male,Black,Single,MA,10/7/2021,12/31/2021,Retired,Full-Time,Temporary,Retirement,IT Manager - DB,IT,Zone C,Performance Improvement Plan,2
2570,Ayden,Wu,ayden.wu@bilearner.com,11/18/1991,33,Male,Black,Single,MA,6/16/2019,5/21/2023,Voluntarily Terminated,Contract,Full-Time,Voluntary,IT Director,IT,Zone A,Fully Meets,4
2571,Hayley,Keller,hayley.keller@bilearner.com,2/11/1989,36,Female,Asian,Divorced,MA,3/17/2021,9/8/2022,Retired,Part-Time,Part-Time,Retirement,BI Director,Data & Analytics,Zone A,Performance Improvement Plan,2
2572,Alannah,Rivas,alannah.rivas@bilearner.com,5/20/1994,31,Male,Asian,Widowed,MA,8/7/2022,4/26/2023,Voluntarily Terminated,Contract,Temporary,Resignation,BI Developer,Data & Analytics,Zone A,Fully Meets,4
2573,Jessica,Bunbury,jessica.bunbury@bilearner.com,1/2/1987,38,Female,Black,Divorced,VA,1/17/2020,2/28/2023,Voluntarily Terminated,Contract,Temporary,Voluntary,Area Sales Manager,Sales,Zone A,Fully Meets,4
2574,Giovanni,Leruth,giovanni.leruth@bilearner.com,11/18/1971,53,Male,Hispanic,Widowed,UT,6/11/2022,2/20/2023,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2575,Ricardo,Gonzales,ricardo.gonzales@bilearner.com,6/21/1951,74,Male,Other,Widowed,ID,3/3/2021,1/30/2023,Retired,Contract,Temporary,Retirement,Area Sales Manager,Sales,Zone C,Fully Meets,4
2576,Caitrin,Strong,caitrin.strong@bilearner.com,12/27/1969,55,Female,Asian,Widowed,MT,4/16/2020,3/15/2021,Voluntarily Terminated,Contract,Part-Time,Resignation,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,1
2577,Jenna,Dietrich,jenna.dietrich@bilearner.com,7/28/1963,62,Female,Other,Married,WA,9/22/2022,1/28/2023,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2578,Michelle,Carter,michelle.carter@bilearner.com,1/28/1996,29,Female,Black,Single,VT,5/30/2023,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Exceeds,5
2579,Jackie,Valentin,jackie.valentin@bilearner.com,6/29/1977,48,Female,White,Married,AZ,1/14/2021,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2580,Alfred,Digitale,alfred.digitale@bilearner.com,4/7/1954,71,Male,White,Single,NH,4/29/2020,10/20/2021,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2581,Howard,Mullaney,howard.mullaney@bilearner.com,11/12/1970,54,Male,Other,Divorced,AL,7/7/2021,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,1
2582,Whitney,Gill,whitney.gill@bilearner.com,8/31/1992,32,Female,Hispanic,Single,OH,7/28/2020,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,1
2583,Gerry,Friedman,gerry.friedman@bilearner.com,2/29/1996,29,Male,Black,Married,NY,9/16/2020,NULL,Active,Contract,Temporary,NULL,Area Sales Manager,Sales,Zone B,Exceeds,5
2584,Noah,Villanueva,noah.villanueva@bilearner.com,9/27/1956,68,Male,White,Single,ME,4/23/2023,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone C,Fully Meets,4
2585,Mike,Guilianno,mike.guilianno@bilearner.com,5/21/2001,24,Male,Asian,Divorced,TN,6/4/2021,NULL,Active,Contract,Temporary,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2586,Travis,Ozark,travis.ozark@bilearner.com,4/25/1980,45,Male,Asian,Divorced,NC,4/15/2020,NULL,Active,Full-Time,Temporary,NULL,Area Sales Manager,Sales,Zone B,Fully Meets,4
2587,Rylee,Frye,rylee.frye@bilearner.com,7/31/2000,25,Male,Other,Widowed,MA,9/4/2019,4/13/2020,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Area Sales Manager,Sales,Zone A,Exceeds,5
2588,Callum,Ford,callum.ford@bilearner.com,7/24/1988,37,Male,Other,Single,MA,8/18/2020,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone C,Exceeds,5
2589,Jabari,Frank,jabari.frank@bilearner.com,12/26/1950,74,Male,Asian,Single,AZ,12/5/2020,NULL,Active,Contract,Temporary,NULL,Area Sales Manager,Sales,Zone A,Exceeds,5
2590,Stephanie,Wilkinson,stephanie.wilkinson@bilearner.com,2/7/1998,27,Male,Asian,Married,AZ,1/13/2023,2/12/2023,Retired,Part-Time,Part-Time,Retirement,Area Sales Manager,Sales,Zone A,Exceeds,5
2591,Cruz,Arellano,cruz.arellano@bilearner.com,8/8/1993,32,Male,Asian,Single,AZ,9/17/2019,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone B,Fully Meets,4
2592,Rubi,Shields,rubi.shields@bilearner.com,6/12/1949,76,Male,Asian,Single,TN,10/15/2020,NULL,Active,Contract,Part-Time,NULL,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2593,Sage,Booker,sage.booker@bilearner.com,2/8/1972,53,Male,Other,Widowed,TN,12/1/2018,6/23/2021,Voluntarily Terminated,Contract,Temporary,Voluntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,1
2594,Aileen,Wright,aileen.wright@bilearner.com,3/27/1956,69,Male,Other,Divorced,TN,7/24/2023,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,1
2595,Karly,Ho,karly.ho@bilearner.com,3/25/1998,27,Male,Asian,Divorced,TN,10/8/2019,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Fully Meets,4
2596,Thaddeus,Lutz,thaddeus.lutz@bilearner.com,5/20/1977,48,Male,Black,Divorced,ID,10/16/2021,5/4/2022,Voluntarily Terminated,Contract,Full-Time,Voluntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2597,Layla,Kane,layla.kane@bilearner.com,9/25/1944,80,Male,Asian,Divorced,ID,4/3/2020,NULL,Active,Contract,Full-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2598,Yesenia,Payne,yesenia.payne@bilearner.com,9/5/1964,60,Male,Asian,Divorced,ID,1/8/2020,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone A,Fully Meets,4
2599,Jase,Waters,jase.waters@bilearner.com,7/11/1942,83,Female,Black,Widowed,ID,3/27/2022,6/14/2023,Voluntarily Terminated,Contract,Temporary,Voluntary,Administrative Assistant,Administration,Zone A,Performance Improvement Plan,2
2600,Thomas,Sloan,thomas.sloan@bilearner.com,1/16/1965,60,Female,Asian,Widowed,WA,9/18/2018,NULL,Active,Full-Time,Temporary,NULL,Administrative Assistant,Administration,Zone C,Performance Improvement Plan,2
2601,Anya,Baldwin,anya.baldwin@bilearner.com,3/2/2001,24,Female,Hispanic,Widowed,WA,11/29/2019,4/21/2020,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Administrative Assistant,Administration,Zone C,Performance Improvement Plan,1
2602,Jacquelyn,Austin,jacquelyn.austin@bilearner.com,8/7/1982,43,Female,Other,Widowed,MA,4/16/2019,8/5/2022,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Accountant I,Finance & Accounting,Zone C,Performance Improvement Plan,2
2603,Kaitlynn,Aguirre,kaitlynn.aguirre@bilearner.com,6/8/1999,26,Male,Other,Divorced,MA,3/5/2019,10/12/2019,Involuntarily Terminated,Part-Time,Part-Time,Involuntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2604,Saniyah,Cantu,saniyah.cantu@bilearner.com,3/10/1987,38,Male,Other,Divorced,MA,12/20/2018,5/29/2020,Voluntarily Terminated,Contract,Full-Time,Voluntary,Area Sales Manager,Sales,Zone C,Exceeds,5
2605,Jakayla,Dickson,jakayla.dickson@bilearner.com,8/11/1968,56,Male,Black,Married,AZ,3/8/2021,5/29/2023,Retired,Full-Time,Full-Time,Retirement,Area Sales Manager,Sales,Zone C,Fully Meets,4
2606,Aspen,Freeman,aspen.freeman@bilearner.com,8/2/1951,74,Male,White,Single,AZ,10/23/2020,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2607,Lamont,Summers,lamont.summers@bilearner.com,10/14/1976,48,Male,White,Married,AL,3/29/2019,NULL,Active,Contract,Part-Time,NULL,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2608,Lewis,Hobbs,lewis.hobbs@bilearner.com,12/1/1977,47,Male,Asian,Married,TN,10/25/2020,NULL,Active,Contract,Full-Time,NULL,Area Sales Manager,Sales,Zone A,Fully Meets,4
2609,Harrison,Camacho,harrison.camacho@bilearner.com,8/13/1971,53,Male,Asian,Widowed,TN,12/6/2019,7/18/2021,Retired,Part-Time,Temporary,Retirement,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2610,Ronald,Marquez,ronald.marquez@bilearner.com,12/30/1947,77,Male,White,Widowed,TN,9/23/2022,1/25/2023,Retired,Full-Time,Full-Time,Retirement,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2611,Arabella,Hunter,arabella.hunter@bilearner.com,9/22/1956,68,Male,Black,Widowed,TN,12/26/2019,6/4/2022,Voluntarily Terminated,Part-Time,Temporary,Voluntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2612,Amiya,Richardson,amiya.richardson@bilearner.com,7/1/1963,62,Male,White,Married,ID,8/27/2018,12/19/2019,Retired,Part-Time,Part-Time,Retirement,Area Sales Manager,Sales,Zone B,Fully Meets,4
2613,Raquel,Sosa,raquel.sosa@bilearner.com,7/16/1944,81,Male,Black,Single,ID,12/12/2022,3/7/2023,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Area Sales Manager,Sales,Zone B,Exceeds,5
2614,Andy,Stewart,andy.stewart@bilearner.com,3/14/1987,38,Male,Black,Divorced,ID,5/13/2021,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Exceeds,5
2615,Patrick,Padilla,patrick.padilla@bilearner.com,5/25/1962,63,Female,Black,Single,WA,3/31/2021,NULL,Active,Contract,Part-Time,NULL,Administrative Assistant,Administration,Zone B,Fully Meets,4
2616,Destiney,Navarro,destiney.navarro@bilearner.com,12/18/1972,52,Female,Black,Married,WA,8/14/2019,9/4/2022,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Administrative Assistant,Administration,Zone A,Performance Improvement Plan,1
2617,Yadira,Barron,yadira.barron@bilearner.com,4/26/1995,30,Female,Hispanic,Single,WA,8/2/2020,12/30/2022,Retired,Full-Time,Full-Time,Retirement,Administrative Assistant,Administration,Zone C,Fully Meets,4
2618,Anika,Bender,anika.bender@bilearner.com,11/20/1994,30,Female,White,Married,MA,6/4/2019,NULL,Active,Part-Time,Part-Time,NULL,Accountant I,Finance & Accounting,Zone A,Fully Meets,4
2619,Carlo,Giles,carlo.giles@bilearner.com,4/6/1946,79,Male,Hispanic,Divorced,MA,6/17/2020,2/8/2022,Involuntarily Terminated,Contract,Temporary,Involuntary,Area Sales Manager,Sales,Zone A,Exceeds,5
2620,Kaylin,Dillon,kaylin.dillon@bilearner.com,10/2/1973,51,Male,Asian,Married,MA,3/4/2021,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,1
2621,Laura,Bullock,laura.bullock@bilearner.com,8/6/1942,83,Male,White,Single,AZ,9/14/2018,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2622,Mary,Moore,mary.moore@bilearner.com,9/30/1991,33,Male,Asian,Widowed,AZ,7/20/2020,NULL,Active,Contract,Full-Time,NULL,Area Sales Manager,Sales,Zone B,Fully Meets,4
2623,Harper,Clark,harper.clark@bilearner.com,7/13/1953,72,Male,Asian,Divorced,AZ,5/21/2020,6/13/2021,Involuntarily Terminated,Contract,Full-Time,Involuntary,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2624,Charles,Howard,charles.howard@bilearner.com,7/22/1984,41,Male,Other,Single,AL,6/11/2023,7/28/2023,Retired,Part-Time,Temporary,Retirement,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2625,Jaron,Rojas,jaron.rojas@bilearner.com,11/9/1943,81,Male,Asian,Divorced,TN,11/27/2022,5/19/2023,Retired,Full-Time,Full-Time,Retirement,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2626,Jordyn,Mcguire,jordyn.mcguire@bilearner.com,9/4/1976,48,Male,Asian,Widowed,TN,3/2/2020,5/27/2022,Voluntarily Terminated,Full-Time,Temporary,Resignation,Area Sales Manager,Sales,Zone C,Fully Meets,4
2627,Valentino,Myers,valentino.myers@bilearner.com,5/26/1990,35,Male,Other,Divorced,TN,1/29/2023,5/24/2023,Retired,Full-Time,Full-Time,Retirement,Area Sales Manager,Sales,Zone C,Fully Meets,4
2628,Charles,Coleman,charles.coleman@bilearner.com,11/19/1991,33,Male,Hispanic,Divorced,TN,12/7/2021,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2629,Kamden,Cummings,kamden.cummings@bilearner.com,2/4/1975,50,Male,White,Single,ID,3/19/2023,7/11/2023,Retired,Contract,Temporary,Retirement,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,1
2630,Kiley,Wagner,kiley.wagner@bilearner.com,11/4/1994,30,Male,Asian,Widowed,ID,6/10/2022,2/14/2023,Involuntarily Terminated,Part-Time,Part-Time,Involuntary,Area Sales Manager,Sales,Zone B,Exceeds,5
2631,Darien,Young,darien.young@bilearner.com,4/9/1998,27,Female,Black,Widowed,ID,3/3/2021,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2632,Madeline,Suarez,madeline.suarez@bilearner.com,10/20/1975,49,Female,Hispanic,Divorced,WA,3/6/2022,NULL,Active,Contract,Part-Time,NULL,Administrative Assistant,Administration,Zone C,Fully Meets,4
2633,Zain,Nolan,zain.nolan@bilearner.com,9/9/1985,39,Female,White,Single,WA,8/8/2022,NULL,Active,Part-Time,Part-Time,NULL,Administrative Assistant,Administration,Zone C,Exceeds,5
2634,Hezekiah,Mcgee,hezekiah.mcgee@bilearner.com,2/16/1943,82,Female,Asian,Single,WA,3/12/2023,NULL,Active,Part-Time,Temporary,NULL,Administrative Assistant,Administration,Zone B,Fully Meets,4
2635,Maxim,Phillips,maxim.phillips@bilearner.com,7/26/1957,68,Female,Asian,Divorced,MA,5/1/2019,2/16/2023,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Accountant I,Finance & Accounting,Zone B,Performance Improvement Plan,1
2636,Gwendolyn,Hogan,gwendolyn.hogan@bilearner.com,11/20/1970,54,Male,Asian,Married,MA,9/13/2018,11/4/2020,Voluntarily Terminated,Full-Time,Temporary,Resignation,Area Sales Manager,Sales,Zone B,Exceeds,5
2637,Kaia,Hernandez,kaia.hernandez@bilearner.com,10/4/1967,57,Male,Asian,Divorced,MA,11/16/2022,NULL,Active,Contract,Temporary,NULL,Area Sales Manager,Sales,Zone A,Exceeds,5
2638,Mathias,Tran,mathias.tran@bilearner.com,1/10/1957,68,Male,Asian,Divorced,AZ,11/20/2021,3/17/2023,Voluntarily Terminated,Contract,Full-Time,Voluntary,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2639,Simeon,Roy,simeon.roy@bilearner.com,9/22/1975,49,Male,Asian,Married,AZ,9/29/2020,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,2
2640,Magdalena,Whitehead,magdalena.whitehead@bilearner.com,11/6/1962,62,Male,Black,Single,AZ,8/28/2021,9/6/2022,Voluntarily Terminated,Contract,Full-Time,Voluntary,Area Sales Manager,Sales,Zone B,Fully Meets,4
2641,Gwendolyn,Mccall,gwendolyn.mccall@bilearner.com,7/20/1975,50,Male,Asian,Married,AZ,4/28/2021,3/22/2022,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2642,Demarion,Harrington,demarion.harrington@bilearner.com,6/13/1951,74,Male,Asian,Divorced,AL,6/15/2022,5/5/2023,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Area Sales Manager,Sales,Zone C,Fully Meets,4
2643,Katelyn,Brown,katelyn.brown@bilearner.com,12/24/1966,58,Male,Black,Divorced,TN,4/15/2022,10/10/2022,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Area Sales Manager,Sales,Zone A,Exceeds,5
2644,Miranda,Keith,miranda.keith@bilearner.com,1/23/1999,26,Male,Other,Single,TN,7/19/2020,4/10/2021,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Area Sales Manager,Sales,Zone C,Exceeds,5
2645,Breanna,Kerr,breanna.kerr@bilearner.com,6/27/1947,78,Male,Asian,Married,TN,7/2/2020,NULL,Active,Contract,Temporary,NULL,Area Sales Manager,Sales,Zone C,Fully Meets,4
2646,Saniya,Ho,saniya.ho@bilearner.com,6/17/2001,24,Male,Black,Widowed,ID,8/4/2019,NULL,Active,Contract,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,1
2647,Rylan,Key,rylan.key@bilearner.com,11/3/1950,74,Male,Hispanic,Single,ID,1/9/2019,NULL,Active,Contract,Temporary,NULL,Area Sales Manager,Sales,Zone A,Exceeds,5
2648,Nathaly,Stevens,nathaly.stevens@bilearner.com,7/5/1994,31,Male,Other,Married,ID,10/1/2022,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2649,Maximus,Delgado,maximus.delgado@bilearner.com,3/21/1973,52,Female,White,Widowed,NY,9/28/2020,6/2/2023,Retired,Part-Time,Part-Time,Retirement,Area Sales Manager,Sales,Zone A,Fully Meets,4
2650,Karley,Long,karley.long@bilearner.com,8/15/1964,60,Female,Black,Single,WA,11/15/2018,NULL,Active,Part-Time,Part-Time,NULL,Administrative Assistant,Administration,Zone B,Performance Improvement Plan,1
2651,Demarcus,Frazier,demarcus.frazier@bilearner.com,3/2/1992,33,Female,Hispanic,Divorced,WA,11/24/2020,NULL,Active,Contract,Full-Time,NULL,Administrative Assistant,Administration,Zone C,Performance Improvement Plan,2
2652,Fernando,Richard,fernando.richard@bilearner.com,3/8/1954,71,Female,Other,Widowed,MA,7/9/2023,7/14/2023,Voluntarily Terminated,Contract,Temporary,Voluntary,Administrative Assistant,Administration,Zone C,Fully Meets,4
2653,Keon,Gonzalez,keon.gonzalez@bilearner.com,4/21/1944,81,Male,White,Widowed,MA,4/20/2023,5/8/2023,Retired,Full-Time,Full-Time,Retirement,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,1
2654,Lauryn,Anthony,lauryn.anthony@bilearner.com,7/9/1955,70,Male,Black,Divorced,MA,8/22/2019,1/7/2020,Voluntarily Terminated,Full-Time,Temporary,Resignation,Area Sales Manager,Sales,Zone C,Fully Meets,4
2655,Amanda,Allison,amanda.allison@bilearner.com,11/8/1964,60,Male,Black,Divorced,AZ,8/2/2022,4/7/2023,Voluntarily Terminated,Contract,Part-Time,Voluntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2656,Urijah,Houston,urijah.houston@bilearner.com,2/10/1957,68,Male,Hispanic,Single,AZ,10/31/2018,1/23/2020,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Area Sales Manager,Sales,Zone B,Fully Meets,4
2657,Trace,Brandt,trace.brandt@bilearner.com,6/6/1995,30,Male,White,Widowed,AZ,11/23/2021,7/20/2022,Voluntarily Terminated,Contract,Temporary,Voluntary,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2658,Yuliana,Levine,yuliana.levine@bilearner.com,3/28/1960,65,Male,Black,Married,AZ,7/1/2023,7/21/2023,Involuntarily Terminated,Full-Time,Temporary,Involuntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2659,Bailey,Hays,bailey.hays@bilearner.com,7/13/1990,35,Male,Black,Single,AL,7/18/2022,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone B,Performance Improvement Plan,2
2660,Sanaa,Valenzuela,sanaa.valenzuela@bilearner.com,10/27/1959,65,Male,Asian,Divorced,TN,8/9/2019,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone C,Fully Meets,4
2661,Avah,Hayes,avah.hayes@bilearner.com,8/11/1970,54,Male,Black,Married,TN,7/6/2021,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2662,Cody,Bates,cody.bates@bilearner.com,9/12/1945,79,Male,Asian,Single,ID,2/2/2021,NULL,Active,Contract,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,2
2663,Eli,Grant,eli.grant@bilearner.com,7/21/1971,54,Male,Hispanic,Divorced,ID,1/6/2023,4/25/2023,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Area Sales Manager,Sales,Zone B,Exceeds,5
2664,Felipe,Rollins,felipe.rollins@bilearner.com,6/25/1961,64,Male,Hispanic,Divorced,ID,11/13/2021,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone C,Performance Improvement Plan,1
2665,Abdiel,Good,abdiel.good@bilearner.com,7/14/1991,34,Male,Hispanic,Married,NY,3/15/2020,NULL,Active,Contract,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Fully Meets,4
2666,Kaylyn,Frye,kaylyn.frye@bilearner.com,1/19/1946,79,Female,Other,Single,WA,11/7/2018,1/8/2022,Retired,Part-Time,Part-Time,Retirement,Area Sales Manager,Sales,Zone C,Fully Meets,4
2667,Marisol,Alvarez,marisol.alvarez@bilearner.com,10/8/1965,59,Female,Other,Widowed,WA,10/3/2019,8/25/2021,Retired,Full-Time,Full-Time,Retirement,Administrative Assistant,Administration,Zone B,Performance Improvement Plan,2
2668,Lane,Willis,lane.willis@bilearner.com,11/12/1978,46,Female,Asian,Married,MA,8/12/2022,4/16/2023,Voluntarily Terminated,Contract,Part-Time,Resignation,Administrative Assistant,Administration,Zone C,Performance Improvement Plan,2
2669,Jade,Becker,jade.becker@bilearner.com,1/19/1952,73,Female,Black,Single,MA,12/22/2018,NULL,Active,Part-Time,Part-Time,NULL,Administrative Assistant,Administration,Zone C,Performance Improvement Plan,1
2670,Vincent,Logan,vincent.logan@bilearner.com,3/6/1994,31,Male,Other,Widowed,MA,3/27/2021,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,1
2671,Nasir,Glass,nasir.glass@bilearner.com,6/23/1944,81,Male,Asian,Widowed,MA,7/18/2022,NULL,Active,Part-Time,Temporary,NULL,Area Sales Manager,Sales,Zone C,Exceeds,5
2672,Quincy,Shannon,quincy.shannon@bilearner.com,7/23/1999,26,Male,Asian,Married,AZ,4/9/2020,5/6/2023,Involuntarily Terminated,Contract,Full-Time,Involuntary,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,1
2673,Alena,Walter,alena.walter@bilearner.com,7/19/1999,26,Male,Other,Single,AZ,1/7/2022,NULL,Active,Full-Time,Full-Time,NULL,Area Sales Manager,Sales,Zone B,Fully Meets,4
2674,Clay,Compton,clay.compton@bilearner.com,12/16/1968,56,Male,White,Widowed,AZ,7/15/2022,NULL,Active,Part-Time,Part-Time,NULL,Area Sales Manager,Sales,Zone A,Performance Improvement Plan,1
2675,Kayden,Fernandez,kayden.fernandez@bilearner.com,6/7/1946,79,Male,Hispanic,Divorced,AL,11/29/2020,7/16/2022,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Area Sales Manager,Sales,Zone C,Exceeds,5
